eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
can_recruit_explorer,may_explore,high,EU4 may_explore covers explorer recruitment,Can Recruit Explorers,country,boolean,good,Colonisation,Allows the recruitment of explorers and conquisadors.,Constant
can_revoke_electorship,,none,EU5-specific HRE mechanic,Can Revoke Electorship,country,boolean,good,,,
can_send_royal_inspectors,,none,EU5-specific inspector mechanic,Can Send Secret Royal Inspectors,country,boolean,good,,,
can_use_aclla_distribution,,none,EU5-specific Inca marriage system,Can use Aclla Marriage,country,boolean,good,,,
can_use_council_of_three_lands_modifier,,none,EU5-specific Jewish council mechanic,Allows Council of Three Lands,country,boolean,good,,,
can_use_nustas_marriages,,none,EU5-specific Inca marriage,Can use Ñusta Marriage,country,boolean,good,,,
cannot_be_subjugated,,none,EU5-specific subjugation immunity,Cannot be Subjugated,country,boolean,good,,,
cannot_move_capital,,none,EU5-specific capital movement block,Cannot Move Capital,country,boolean,neutral,,,
canonize_cost_modifier,,none,EU5-specific canonization action,Canonize Cost,country,multiplicative,"percent, bad",,,
capital_movement_cost_modifier,move_capital_cost_modifier,high,Direct equivalent - cost to move capital,Move Capital Cost,country,multiplicative,"percent, bad",Government,Modifies the amount of needed admin power to move the capital.,Multiplicative
capital_possible_town_rights,,none,EU5-specific urban rights system,Possible Urban Rights,country,,good,,,
cardinal_price_cost_modifier,appoint_cardinal_cost,high,Direct equivalent - cost to appoint cardinal,Cardinal Price,country,multiplicative,"percent, bad",Religion,Modifiers the cost of appointing a cardinal.,Multiplicative
care_about_producing_heirs,,none,EU5-specific royal marriage/heir mechanic,Royal Marriages,country,boolean,good,,,
carefulness_modifier,,none,EU5-specific AI behavior modifier,Carefulness,country,multiplicative,"percent, good",,,
castrate_character_price_cost_modifier,,none,EU5-specific character action,Castrate Price Cost Modifier,country,multiplicative,"percent, bad",,,
casus_belli_creation_speed,,none,EU5-specific CB creation speed,Casus Belli Creation Speed,country,,"raw percent, good",,,
casus_belli_creation_speed_modifier,fabricate_claims_cost,medium,Related CB fabrication but EU4 is cost-based,Casus Belli Creation Speed,country,multiplicative,"percent, good",Espionage,Modifies spy network cost for fabricating claim.,Multiplicative
casus_belli_creation_speed_modifier,justify_trade_conflict_cost,low,Related trade CB justification,Casus Belli Creation Speed,country,multiplicative,"percent, good",Diplomacy,Modifies the spy network cost to justify trade conflicts.,Multiplicative
catholic_country_interaction_cost_modifier,,none,EU5-specific Catholic diplomatic mechanic,Catholic Diplomatic Interaction Cost Modifier,country,multiplicative,"percent, bad",,,
chancery_cap_level,,none,EU5-specific building max level,Chancery Max Level,country,,good,,,
change_court_language_cost_modifier,,none,EU5-specific court language mechanic,Change Court Language Cost,country,multiplicative,"percent, bad",,,
change_curia_vote_cost_modifier,curia_powers_cost,high,Both modify curia action costs,Change Curia Vote Cost,country,multiplicative,"percent, bad",Religion,Modifies the papal influence cost of the curia actions.,Multiplicative
change_employment_system_cost_modifier,,none,EU5-specific employment system,Choose Employment System Cost,country,multiplicative,"percent, bad",,,
change_government_type_price_cost_modifier,,none,EU5-specific government change cost,Change Government Type Price Modifier,country,multiplicative,"percent, bad",,,
change_heir_selection_cost_modifier,,none,EU5-specific heir selection mechanic,Change Heir Selection Cost,country,multiplicative,"percent, bad",,,
change_liturgical_language_cost_modifier,,none,EU5-specific religious language,Change Liturgical Language Cost,country,multiplicative,"percent, bad",,,
change_main_school_cost_modifier,change_main_school_cost_modifier,high,Direct name match - religious school change (EU4 has similar concept),Cost of Change Main School Religious Action,country,multiplicative,"percent, bad",,,
change_organization_parliament_type_cost_modifier,,none,EU5-specific international organization,Cost of Changing Organization Parliament Type,country,multiplicative,"percent, bad",,,
change_parliament_type_cost_modifier,,none,EU5-specific parliament change,Cost of Changing Parliament Type,country,multiplicative,"percent, bad",,,
change_policy_cost_modifier,,none,EU5-specific policy change action,Change Policy Cost,country,multiplicative,"percent, bad",,,
change_primary_culture_cost_modifier,promote_culture_cost,medium,Related culture change action,Change Primary Culture Cost,country,multiplicative,"percent, bad",Culture,Modifies the diplomatic power cost for promoting a culture.,Multiplicative
change_religious_aspect_hellenism_cost_modifier,,none,EU5-specific religious aspect,Cost of Changing Religious Aspect,country,multiplicative,"percent, bad",,,
change_religious_aspect_inti_cost_modifier,,none,EU5-specific religious aspect,Cost of Choosing Worshipping a God,country,multiplicative,"percent, bad",,,
character_on_task_modifier,,none,EU5-specific character task system,On a Task,country,boolean,neutral,,,
christian_tenet_price_cost_modifier,,none,EU5-specific religious tenet system,Christian Tenet Cost,country,multiplicative,"percent, bad",,,
city_upgrade_cost_modifier,,none,EU5-specific city upgrade mechanic,City Rights Cost,country,multiplicative,"percent, bad",,,
claim_shugo_office_cost_modifier,,none,EU5-specific Japanese office mechanic,Claim Shugo Office Cost,country,multiplicative,"percent, bad",,,
cleansing_ritual_purity_cost_modifier,,none,EU5-specific religious action,Cost of Cleansing Ritual Religious Action,country,multiplicative,"percent, bad",,,
cleansing_ritual_yanantin_cost_modifier,,none,EU5-specific religious action,Cost of Celebrate a Ritual Religious Action,country,multiplicative,"percent, bad",,,
clergy_estate_agenda_impact,,none,EU5-specific estate agenda system,Agenda Impact for Clergy,"country, estate",,"percent, good",,,
clergy_estate_levy_size,,none,EU5-specific estate levy,Clergy Levy Size,"country, estate",,"percent, good",,,
clergy_estate_max_tax,,none,EU5-specific estate tax range,Maximum Tax for Clergy Estate,"country, estate",,"percent, good",,,
clergy_estate_min_tax,,none,EU5-specific estate tax range,Minimum Tax for Clergy Estate,"country, estate",,"percent, good",,,
clergy_estate_satisfaction_decay,,none,EU5-specific estate satisfaction,Clergy Estate Satisfaction Decay,"country, estate",,"percent, neutral",,,
clergy_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction,Clergy Estate Satisfaction Recovery,"country, estate",,"percent, neutral",,,
clergy_estate_target_satisfaction,,none,EU5-specific estate satisfaction equilibrium,Clergy Estate Satisfaction Equilibrium,"country, estate",,"percent, good",,,
close_the_borders_cost_modifier,,none,EU5-specific isolation action,Isolate the Country Cost,country,multiplicative,"percent, bad",,,
coalition_strength_tolerance,,none,EU5-specific AI coalition mechanic,Coalition Strength Tolerance,country,,good,,,
coastal_ocean_proximity_impact,,none,EU5-specific proximity system,Coastal ocean Proximity Impact,country,,"percent, bad",,,
colonial_maintenance_cost,,none,EU5-specific colonial upkeep,Colonial Maintenance,country,,"percent, bad",,,
colonial_migration_size,global_colonial_growth,high,Both add to base colonial growth,Monthly Colonial Migration,country,,good,Colonisation,Adds to the base yearly colonial growth gain.,Additive
colonial_migration_size_modifier,global_colonial_growth,high,Both modify colonial growth,Monthly Colonial Migration,country,multiplicative,"percent, good",Colonisation,Adds to the base yearly colonial growth gain.,Additive
colonial_migration_size_modifier,colonist_placement_chance,medium,Related to additional settler generation,Monthly Colonial Migration,country,multiplicative,"percent, good",Colonisation,"Adds to the base colonial placement chance for colonists, which is the chance that additional settlers will be spawned while the colonist is present.",Additive
colonial_range,range,high,Direct equivalent - colonial/exploration range,Colonial Range,country,,good,Colonisation,"Modifies the base colonisation range, used for exploration, colonisation and coring province that border sea.",Multiplicative
colonial_range_modifier,range,high,Direct equivalent - colonial range modifier,Colonial Range,country,multiplicative,"percent, good",Colonisation,"Modifies the base colonisation range, used for exploration, colonisation and coring province that border sea.",Multiplicative
combat_speed_modifier,,none,EU5-specific battle pacing,Combat Speed,unit,multiplicative,"percent, good",,,
combined_arms_max_threshold,,none,EU5-specific combined arms mechanic,Combined Arms Threshold,unit,,"percent, good",,,
combined_arms_min_percent_for_bonus,,none,EU5-specific combined arms mechanic,Combined Arms Requirement,unit,,"percent, bad",,,
combined_bonus_per_type,,none,EU5-specific combined arms bonus,Combined Arms Bonus,unit,,"percent, good",,,
commission_art_price_cost_modifier,,none,EU5-specific artist/culture action,Commission Art Cost Modifier,country,multiplicative,"percent, bad",,,
commission_religious_images_cost_modifier,,none,EU5-specific religious action,Commission Religious Images Cost,country,multiplicative,bad,,,
complacent_decline_actions_price_cost_modifier,,none,EU5-specific disaster action,Complacent Decline Actions Cost,country,multiplicative,"percent, good",,,
compose_strategikon_price_cost_modifier,,none,EU5-specific Byzantine action,Compose Stratēgikòn Price Cost Modifier,country,multiplicative,"percent, bad",,,
conduct_keju_examination_cost_modifier,,none,EU5-specific Chinese examination system,Conduct Kējǔ Examination Cost,country,multiplicative,"percent, bad",,,
construction_center_max_level,,none,EU5-specific building max level,Construction Center Max Level,country,additive,good,,,
contact_patriarch_of_constantinople_cost_modifier,,none,EU5-specific Orthodox action,Contact Patriarch of Constantinople Cost Modifier,country,multiplicative,"percent, bad",,,
control_importance_modifier,,none,EU5-specific AI importance modifier,Control Importance Modifier,country,multiplicative,good,,,
control_the_bhres_price_cost_modifier,,none,EU5-specific event action,Control the Bhres Cost,country,multiplicative,"percent, bad",,,
control_the_food_market_cost_modifier,,none,EU5-specific food system action,Control the Food Market Cost,country,multiplicative,"percent, bad",,,
convert_religion_cost_modifier,,none,EU5-specific religion conversion action,Convert Religion Cost,country,multiplicative,"percent, bad",,,
correct_box_chance,,none,EU5-specific battle/tactic mechanic,Correct Section Chance,unit,,"percent, good",,,
corrupt_officials_monthly_cost_cost_modifier,,none,EU5-specific corruption action,Corrupt Officials Monthly Cost Modifier,country,multiplicative,"percent, bad",,,
cossacks_estate_agenda_impact,,none,EU5-specific estate agenda,Agenda Impact for Cossacks,"country, estate",,"percent, good",,,
cossacks_estate_levy_size,,none,EU5-specific estate levy,Cossacks Levy Size,"country, estate",,"percent, good",,,
cossacks_estate_max_tax,,none,EU5-specific estate tax range,Maximum Tax for Cossacks,"country, estate",,"percent, good",,,
cossacks_estate_min_tax,,none,EU5-specific estate tax range,Minimum Tax for Cossacks,"country, estate",,"percent, good",,,
cossacks_estate_satisfaction_decay,,none,EU5-specific estate satisfaction,Cossacks Satisfaction Decay,"country, estate",,"percent, neutral",,,
cossacks_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction,Cossacks Satisfaction Recovery,"country, estate",,"percent, neutral",,,
cossacks_estate_target_satisfaction,,none,EU5-specific estate satisfaction equilibrium,Cossacks Satisfaction Equilibrium,"country, estate",,"percent, good",,,
counter_espionage,global_spy_defence,high,Both modify counter-espionage effectiveness,Counterespionage,country,,"percent, good",Espionage,Modifies the base effectiveness of counter-espionage against enemy spies.,Multiplicative
country_allow_canonization,,none,EU5-specific canonization permission,Allow Canonization,country,boolean,good,,,
country_bans_saffron_shirts,,none,EU5-specific religious dress rule,Banned Saffron Shirts,country,boolean,good,,,
country_cabinet_efficiency,,none,EU5-specific cabinet system,Efficiency of Our Cabinet,country,,"percent, good",,,
