eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
block_male_leader,,none,EU5-specific gender rule for commanders,This blocks all male [characters|e] from being a [general|e] or [admiral|e].,country,boolean,bad,,,
block_tribal_promotion,,none,EU5-specific pop/tribal mechanic,This stops the [promotion|e] for [ShowPopTypeName('tribesmen')] to [ShowPopTypeName('peasants')] in this [country|e].,country,boolean,good,,,
blockade_efficiency,blockade_efficiency,high,Direct equivalent - blockade effectiveness,This impacts the [blockade_capacity|e] of a [navy|e].,unit,,"percent, good",Navy,Modifies the efficiency of blockades against enemies.,Multiplicative
blocked_from_changing_heir_selection,,none,EU5-specific heir mechanic,This forbids the country to change their [heir_selection|e].,country,boolean,bad,,,
blocked_from_conversion,can_not_build_missionaries,medium,Both block religious conversion but via different mechanism,This modifier prevents the [country|e] to change its [religion|e] via [ShowGenericActionName('convert_religion')].,country,boolean,bad,Religion,Forbids a country to convert provinces with missionaries.,Constant
blocked_from_creating_subjects,,none,EU5-specific subject creation block,This forbids the country to create new [subjects|e] or release [cores|e] as a subject country.,country,boolean,bad,,,
blocked_from_declaring_war,can_not_declare_war,high,Direct equivalent - forbids declaring wars,A [country|e] can be prevented from declaring [war|e].,country,boolean,bad,Stability,Fobids a country from declaring wars,Constant
blocked_from_forming_countries,,none,EU5-specific country formation block,This forbids the country to [formable_country_form|e] any other country.,country,boolean,bad,,,
blocked_from_peace,,none,EU5-specific peace treaty block,This blocks the [country|e] from signing a [peace_treaty|e].,country,boolean,good,,,
blocks_country_formation,,none,EU5-specific country formation block,This determines if a [country|e] is prevented from forming a new country.,country,boolean,neutral,,,
bribe_units_cost_modifier,imperial_mercenary_cost,high,Semantic match: imperial_mercenary_cost ↔ bribe_units_cost_modifier,This impacts how much it [costs|e] to bribe a [mercenary|e].,country,multiplicative,"percent, bad",Holy Roman Empire,Modifies the cost of mercenary companies for nations within the Holy Roman Empire.,Multiplicative
bribe_voter_for_policy_cost_modifier,,none,EU5-specific international organization action,This impacts the [costs|e] of [ShowCountryInteractionName('bribe_voter_for_policy')].,country,multiplicative,"percent, bad",,,
build_gravel_road_cost_modifier,,none,EU5-specific road system,This impacts the cost of building a [ShowRoadTypeName('gravel_road')] in this [country|e].,country,multiplicative,"percent, bad",,,
build_hippodrome_price_cost_modifier,,none,EU5-specific Byzantine building action,This impacts how much it [costs|e] to construct the [ShowBuildingTypeName('hippodrome')] [building|e].,country,multiplicative,"percent, bad",,,
build_modern_road_cost_modifier,,none,EU5-specific road system,This impacts the cost of building a [ShowRoadTypeName('modern_road')] in this [country|e].,country,multiplicative,"percent, bad",,,
build_paved_road_cost_modifier,,none,EU5-specific road system,This impacts the cost of building a [ShowRoadTypeName('paved_road')] in this [country|e].,country,multiplicative,"percent, bad",,,
build_railroad_cost_modifier,,none,EU5-specific railroad system,This impacts the cost of building a [ShowRoadTypeName('railroad')] in this [country|e].,country,multiplicative,"percent, bad",,,
building_missionary_effort_modifier,global_missionary_strength,medium,Related missionary effectiveness but EU5 specifically from buildings,This impacts how quickly [pops|e] [convert|e] to our [religion|e] from [buildings|e] that can convert religion.,country,multiplicative,"percent, good",Religion,Adds to the base missionary strength against all religions.,Additive
building_upkeep_costs,,none,EU5-specific building upkeep concept,Building Upkeep Costs,country,,"percent, bad",,,
burghers_estate_agenda_impact,,none,EU5-specific estate agenda system,This modifies the support that the [parliament_agendas|e] that proposes from the $burghers_estate$ has.,"country, estate",,"percent, good",,,
burghers_estate_levy_size,free_leader_pool,high,Semantic match: free_leader_pool ↔ burghers_estate_levy_size,This impacts the size of [army_levies|e] and [navy_levies|e] from the $burghers_estate$.,"country, estate",,"percent, good",Military,Adds to the maximum amount of free leaders (both land leaders and navy leaders pool).,Additive
burghers_estate_max_tax,,none,EU5-specific estate tax range,This impacts the [maximum_tax|e] that can be collected from the $burghers_estate$.,"country, estate",,"percent, good",,,
burghers_estate_min_tax,,none,EU5-specific estate tax range,This impacts the [minimum_tax|e] that can be collected from the $burghers_estate$.,"country, estate",,"percent, good",,,
burghers_estate_satisfaction_decay,,none,EU5-specific estate satisfaction system,This impacts how quickly the [estate_satisfaction|e] decays down to the [estate_satisfaction_equilibrium|e] for the $burghers_estate$ in this [country|e].,"country, estate",,"percent, neutral",,,
burghers_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction system,This impacts how quickly the [estate_satisfaction|e] recovers to the [estate_satisfaction_equilibrium|e] for the $burghers_estate$ in this [country|e].,"country, estate",,"percent, neutral",,,
burghers_estate_target_satisfaction,,none,EU5-specific estate satisfaction equilibrium,This impacts the [estate_satisfaction_equilibrium|e] of the $burghers_estate$ in this [country|e].,"country, estate",,"percent, good",,,
buy_fleet_basing_rights_cost_modifier,,none,EU5-specific diplomatic action,This impacts how much it [costs|e] to buy [fleet_basing_rights|e].,country,multiplicative,"percent, bad",,,
buy_military_access_cost_modifier,war_taxes_cost_modifier,medium,Semantic match: war_taxes_cost_modifier ↔ buy_military_access_cost_modifier,This impacts how much it [costs|e] to buy [military_access|e].,country,multiplicative,"percent, bad",Military,Modifies the military power cost for raising war taxes.,Multiplicative
call_jihad_cost_modifier,,none,EU5-specific religious action,This impacts the [costs|e] of [ShowGenericActionName('call_jihad')].,country,multiplicative,"percent, bad",,,
can_assign_governors,,none,EU5-specific governorship system,This unlocks the [ShowCharacterInteractionName('assign_governor')] [character_interaction|e],country,boolean,good,,,
can_assume_fort_command,,none,EU5-specific fort command mechanic,This unlocks the [ShowCharacterInteractionName('assume_fort_command')] [character_interaction|e].,country,boolean,good,,,
can_banish_characters,,none,EU5-specific character action,Enables the [ShowCharacterInteractionName('banish_character')] [character_interaction|e].,country,boolean,good,,,
can_be_member_of_a_high_kingship,,none,EU5-specific kingship system,This determines if a [country|e] can be a member of a [GetInternationalOrganizationType('high_kingship').GetName] [international_organization|e].,country,boolean,good,,,
can_be_target_of_anti_piracy_cb,,none,EU5-specific anti-piracy CB,This determines if a [country|e] can be a target of the [ShowCasusBelliName('cb_anti_piracy')] [casus_belli|e].,country,boolean,bad,,,
can_build_cities,,none,EU5-specific city building mechanic,This allows us to build [towns_or_cities|e].,country,boolean,good,,,
can_build_kurmina_headquarter,,none,EU5-specific African mechanic,Allows the construction of [ShowBuildingTypeName('kurmina_headquarter')].,country,boolean,good,,,
can_build_mamluk_barracks,,none,EU5-specific Mamluk building,Allows the construction of [ShowBuildingTypeName('mamluk_barracks')].,country,boolean,good,,,
can_call_rural_parliaments,,none,EU5-specific parliament type,This determines if the [country|e] can call a [parliament|e] in a [ShowLocationRankName('rural_settlement')].,country,boolean,good,,,
can_colonize,can_not_build_colonies,high,Inverse but same concept - permission to colonize,This determines if a [country|e] can create [colonial_charters|e] or not.,country,boolean,good,Colonisation,Forbids the country to form colonies,Constant
can_convert_galleys_to_light,galley_number_of_cannons_modifier,medium,Semantic match: galley_number_of_cannons_modifier ↔ can_convert_galleys_to_light,This enables the [ShowUnitAbilityName('convert_galley_to_light_ship')] and the [ShowUnitAbilityName('convert_light_ship_to_galley')] [unit_abilities|e] for [ShowUnitCategoryName('navy_galley')] and [ShowUnitCategoryName('navy_light_ship')] respectively.,country,boolean,good,Navy,Modifies the number of cannons for galley ships.,Multiplicative
can_create_anti_piracy_cb,,none,EU5-specific anti-piracy CB,This determines if a [country|e] can create the [ShowCasusBelliName('cb_anti_piracy')] [casus_belli|e] on pirate [countries].,country,boolean,good,,,
can_create_red_turban_rebellions_cb,,none,EU5-specific Chinese CB,Has access to the [ShowCasusBelliName('cb_red_turban_rebellions')] [casus_belli|e].,country,boolean,good,,,
can_execute_characters,,none,EU5-specific character execution,Enables the [ShowCharacterInteractionName('execute_character')] [character_interaction|e].,country,boolean,good,,,
can_grant_town_rights,,none,EU5-specific urban rights system,This impacts if a [country|e] can grant [town_rights|e] or not.,country,boolean,good,,,
can_have_monasteries,,none,EU5-specific monastery permission,This impacts if a country can have [ShowBuildingTypeName('monastery')] or not.,country,boolean,good,,,
can_hire_privateers,,none,EU5-specific privateer hiring flag,This allows a [country|e] to hire [privateers|e].,country,boolean,good,,,
can_host_olympiads,,none,EU5-specific Olympiad mechanic,Can Host Olympiads,country,boolean,good,,,
can_ignore_papal_bulls,,none,EU5-specific papal bull mechanic,This allows us to ignore the effects and the payment requirements of a [papal_bull|e] enacted by the [GetCountry('PAP').GetName].,country,boolean,good,,,
can_invite_settlers,colonists,medium,Match: colonists ↔ can_invite_settlers,This allows a [country|e] to use the [ShowCountryInteractionName('invite_settlers')] interaction.,country,boolean,good,Colonisation,Modifies the base colonist count for a country.,Additive
can_marry_only_overlord_dynasty_characters,,none,EU5-specific marriage restriction,Forbids the [marriage|e] with any character who is not a member of the [country|e] or [dynasty|e] of our [overlord|e].,country,boolean,bad,,,
can_promote_mamluks,,none,EU5-specific Mamluk pop promotion,Enables the ability to promote $mamluks$ in the [parliament|e].,country,boolean,good,,,
can_reassign_cleric,,none,EU5-specific character/cleric mechanic,This determines if a [country|e] can reassign a clerical [character|e] of a foreign country.,country,boolean,good,,,
can_recruit_explorer,may_explore,high,EU4 may_explore covers explorer recruitment,This allows a [country|e] to recruit [explorers|e].,country,boolean,good,Colonisation,Allows the recruitment of explorers and conquisadors.,Constant
can_revoke_electorship,,none,EU5-specific HRE mechanic,This allows the country to revoke the [electorship|e] from countries in the [GetInternationalOrganizationType('hre').GetName].,country,boolean,good,,,
can_send_royal_inspectors,,none,EU5-specific inspector mechanic,Replaces [ShowCabinetActionName('increase_control_province')] with the [ShowCabinetActionName('send_secret_royal_inspectors')] [cabinet_action|e].,country,boolean,good,,,
